X,Y,Z,tracer
43.37589358389073,-17.560261784386114,30.980672724712385,0.19412434566346887
83.34193457923357,-16.66980718759737,6.786068379294356,0.45637461391869555
82.80020850593445,6.701573155397,34.68780791882949,0.21664575172832773
98.74579177081785,9.761334181947063,4.879215086963219,0.33939051157081
48.76113672738529,-26.01458076082548,14.146266618789186,0.6470039246520047
79.75312205434017,7.0599229589533365,0.20000000300439327,0.4805740246742013
91.50099587272081,-5.580578224104215,18.703806473039222,0.38541931039251387
76.95785772521549,-8.790896604918544,5.943210311434544,0.486194536521113
50.42462759631229,-10.924628437680497,36.140646711622615,0.09724489747831294
81.45278541546918,-20.131696688429088,0.20000000298943277,0.49450151153751243
80.2185903285519,0.5442825488143512,12.335530652507032,0.39030900326037105
80.74168634530434,3.002489093402005,12.262549640152965,0.35218056929260544
80.40471680143878,4.795709891216802,21.593433080277105,0.30496392830253005
52.358243280308216,-12.973126405918038,22.056884170944294,0.5149296122190341
51.28328101677607,-15.967902549422377,26.087660732892388,0.39181722230980154
79.2131014353036,8.258143599476398,24.307907748061634,0.27093484496148534
56.63620543912464,-8.105569175141852,26.191494101741863,0.3679367075933433
77.79385205354339,-4.681333245959365,18.364768986922474,0.42571230032650587
87.41842704265957,11.627874615649773,4.539813806972928,0.3852258751073637
91.39842175337628,14.340870371145002,9.765089851866072,0.3099693281331393
87.74455518598967,2.3221279906982204,2.0227597575171763,0.3794844105764421
77.5520593104518,-2.3522230069019656,3.7541539700505866,0.46158116242577074
86.11104412171119,2.0668890573352883,19.473724128935338,0.3433985179510132
55.018492983031706,-16.945626786690298,29.59625635111457,0.24462015808816015
49.40250633538972,-30.06880845830068,10.396545345571111,0.7830000073050575
50.913408064042926,-30.233145556123986,10.95936443582901,0.74154509217847
62.07649010475268,-8.396906691837614,24.895937280892184,0.3697925077328674
84.34778248830713,4.238718091608689,19.228657094988222,0.31754475582789343
51.38742349513683,-28.235413555812443,8.675907863215409,0.7143402147758674
46.208522321386226,-9.093584589658349,34.143728647780584,0.12710920758943794
56.3290918668813,-36.13311003148078,14.189782598049954,0.6431698004121083
65.77584486227124,-18.375388767923994,22.219473264033528,0.44207395706518515
61.50769098486302,-10.590084421732456,19.788122847277258,0.5032707905888875
46.675903112014396,-31.155510020703105,15.225853141687342,0.6062888979334821
53.936215278856764,-10.30441239150207,24.17940572557081,0.4287962486359859
72.13900128027194,0.4420271224703356,23.620847421634412,0.35283597899963665
80.92694335857885,-10.794751798490154,2.529587369099234,0.49326704957010065
65.60559449144432,-6.148417222586204,26.761248186245922,0.32415890084924076
58.89258207462905,-15.803095141040558,48.92472238163051,0.023793376719529215
45.78320334267886,-29.4852469083811,14.361694853643858,0.6502699905623952
97.3443993081388,26.76934913798914,4.053643965873097,0.2902108451967003
27.25586538360585,-13.78035845974523,36.9077436564287,0.09131659584594362
92.77189818273985,8.772583736614195,20.18269249084775,0.2728299148021861
62.26714666837427,-10.126800510756254,29.464547315054613,0.24708935115669886
91.70469907602296,13.735354185136316,4.248620283211883,0.3640923373055889
92.6541223731312,18.385658911572364,2.569506247504534,0.3263602032523059
79.64942708695298,2.0122514250317636,10.405592179248707,0.3821915284549147
44.0991633672931,-16.1103733178046,14.378884324231732,0.5384645144419917
48.592686435885525,-12.648885772254744,22.957224083031694,0.5045650666998869
56.39087827759579,-12.305422924174763,30.174199664017625,0.2247919571151468
84.89544624297065,0.45008300117149247,31.65914452058401,0.23435187162224996
54.105090056805864,-11.493321773210482,20.068536372834817,0.5484658245561455
55.26551809000665,-12.804686375479264,29.110875138017686,0.2584973987478616
74.67106690534229,5.895195647780497,24.041834988966798,0.2818420144861679
66.61361608407833,-11.37557228283697,15.150768255789933,0.5491329700595863
63.69510178346957,-16.77832725230178,31.676483730359333,0.16860048056777924
63.58899341210059,-12.765939724300154,31.126395971468234,0.194748201925671
55.65453118096025,-14.01705122744221,18.006458837682583,0.5707961747887592
78.43649468399803,-0.36502767544686776,22.583885151335657,0.3743711817862275
89.05213667944236,12.567739047267764,14.525302105561098,0.2862637232690199
68.44102835023159,-4.498364626149055,15.269098554536633,0.41923349725493914
65.49904300628071,-13.603451514596486,31.194974527383902,0.19424559697887134
47.7324567771858,-15.042172837857152,26.34347064844798,0.3828647131156825
79.9406162325136,5.712473213841122,24.30397402579298,0.2852202676889802
44.802383629085966,-14.44027876744957,28.362885884576173,0.2893999894127194
53.21570050472059,-12.209876870615176,36.42158968954416,0.09446162696814742
81.19506611828825,0.2598761916023591,36.37765871238506,0.1636976287671273
50.417837752735636,-16.751502917900154,36.75270599734638,0.10288567127009822
73.85845337648607,2.902852478344812,1.1733052375962834,0.5090432105008047
81.0106505145834,9.751245718144787,24.516433331140078,0.2720009874708787
88.78363161806584,13.602667311497157,7.127328880194899,0.34234296749708154
73.33185613047249,2.425023492825858,31.69861772101125,0.2572237315606682
78.03443568618536,-0.3492328170764267,28.27449329902528,0.29598843080709114
64.77343617175308,-22.076945499999454,14.045303912944838,0.5356432490770355
80.96282183339878,-1.6270261107108013,5.3456288569536845,0.41580323866121094
89.52354747586924,11.125518893092021,33.08330855589686,0.23162637874324132
68.27832870994405,-6.899550615577823,28.25928295625578,0.28019032007721173
33.26567601446777,-22.301924980899628,18.70690997668513,0.8307851626214503
82.78389582467463,-17.619932672312473,0.2000000029867712,0.4858361979355828
83.05874300669723,7.98186111461348,18.477754720481155,0.28123342298968446
78.96295624230396,3.6264505543124415,12.540337693470901,0.33367874164914646
79.29957029501469,-12.163002337355579,0.2000000029875798,0.4912309522591611
86.46114060019437,-4.212964607359538,8.531317889225452,0.39437587631864174
57.639725847547254,-19.875763081112552,7.68967792188262,0.7484694848262607
66.60835001802661,5.481161659595898,6.240121628252606,0.19071853379486767
44.54751850446797,-13.608338749467862,25.25783079487575,0.43294477169830076
54.8601311847645,-15.075317466037518,14.491853287053532,0.5802569955390173
92.39517434410595,23.680236048110714,3.1524193748323195,0.2762847461293107
75.03515709918713,-1.1469673676376715,15.061114963641336,0.3729312921366489
79.26521996030948,0.7517975578375626,20.916034398435073,0.38278700278801325
47.03683976001673,-10.15881866348775,31.287612753231517,0.19784979098399877
50.537806617820934,-24.656467653168306,54.91751146169593,0.009743756350704503
44.934792570360514,-14.572188828303524,48.044459519137256,0.02314777059918625
63.91869631037815,-21.376352683502375,9.742746917655147,0.6093217287418281
66.65450958968205,-12.952161032940012,17.527319458532837,0.4980469887231465
91.38804566806186,5.2528361125009155,27.47412338462691,0.28132711062324656
53.57625251366579,-25.1504449260064,10.830332297784901,0.6520927277030287
89.0764888462108,6.946696079319622,31.810974391877266,0.241407860417624
80.28211384761016,-18.913374317030502,12.61343847394605,0.5245723442594954
75.76104036194505,-10.903689288430769,25.368426166711593,0.31281670867973993
63.26014239636061,-10.309567916260448,18.253180939288736,0.5097111354677445
60.8832807010246,-4.1810748033125265,32.341345151810465,0.21448095876036302
58.55856574522329,-13.572338575266372,35.75083098880033,0.09881409955031441
74.58747647288499,-8.377039986234138,32.65703570092631,0.17237868908737464
58.502350488044556,0.3521846214501352,35.838196592251855,0.1443622336296369
93.10043579005156,17.522675391270297,0.20000000302267046,0.3741698674691008
91.98939331360538,7.086990344744436,23.185776850979117,0.27564934675035946
48.64473593682703,-11.410148872681702,53.701660898157954,0.00550735811959926
87.3242043893398,-5.390913129251658,21.898084540098594,0.3549012529339206
57.853218274563574,-27.25014910976961,7.187749822770734,0.5992290580826644
74.41220497355584,5.139367697178443,6.033819745025328,0.36015404452776045
54.2387823218329,-17.214345142020818,25.10501026131931,0.4186295773096136
38.93833136686408,-20.10615042329175,45.123332527992176,0.028655583027671697
89.13294782790581,15.838052012236972,1.0947577431320406,0.38369419628302004
32.76625954041879,-23.005359700428016,29.876408774183936,0.28943299735427125
35.197339789211696,-21.320451849047743,18.915102994446446,0.8170191392071829
69.86743771081302,-12.597008679590772,20.56068641314879,0.45858154206785917
70.8998331369051,-2.605274058993473,1.539569254884238,0.5149781796267932
98.94008853610251,10.379337649361048,20.153288425421987,0.2907315424164409
82.99496191963277,3.1939237799174407,27.37064343262039,0.29527901777842647
